Name,Record,Fighter URL,Height,Weight,Reach,STANCE,DOB,SLpM,Str. Acc.,SApM,Str. Def,TD Avg.,TD Acc.,TD Def.,Sub. Avg.,N_Name,id,weight_class
Jessica Andrade,26-14-0,http://www.ufcstats.com/fighter-details/6a1901c62ab3870f,"5' 1""",125 lbs.,"62""",Orthodox,"Sep 25, 1991",6.39,50%,5.49,54%,2.21,54%,71%,0.3,"Andrade, Jessica",sr:competitor:261805,strawweight(106-115)
Jodie Esquibel,6-6-0,http://www.ufcstats.com/fighter-details/411539901068522f,"5' 1""",115 lbs.,"64""",Orthodox,"May 07, 1986",4.1,31%,7.37,52%,0.75,21%,83%,0.0,"Esquibel, Jodie",sr:competitor:542045,strawweight(106-115)
Josh Quinlan,6-3-0 (1 NC),http://www.ufcstats.com/fighter-details/876f478f796495f7,"6' 0""",170 lbs.,"72""",Orthodox,"Feb 06, 1993",3.57,42%,6.38,53%,0.34,11%,71%,0.0,"Quinlan, Josh",sr:competitor:820036,catchweight
Roque Martinez,15-8-2,http://www.ufcstats.com/fighter-details/2c5a0b8317f8f27a,"5' 10""",250 lbs.,"72""",Orthodox,"Mar 04, 1986",3.28,53%,4.9,56%,0.38,50%,53%,0.4,"Martinez, Roque",sr:competitor:384998,heavyweight(206-265)
Bolaji Oki,9-2-0,http://www.ufcstats.com/fighter-details/4bdedbdeedff7d1d,"5' 10""",155 lbs.,"73""",Orthodox,"Nov 15, 1995",5.63,45%,2.58,63%,2.11,75%,85%,0.0,"Oki, Bolaji",sr:competitor:1026741,lightweight(146-155)
Claudio Ribeiro,11-5-0,http://www.ufcstats.com/fighter-details/972c456ff38b2015,"6' 1""",185 lbs.,"77""",Orthodox,"Jul 17, 1992",3.59,51%,4.9,30%,0.56,50%,66%,0.0,"Ribeiro, Claudio",sr:competitor:909501,middleweight(171-185)
Yancy Medeiros,15-8-0 (1 NC),http://www.ufcstats.com/fighter-details/813550bc53b15fb0,"5' 10""",155 lbs.,"75""",Orthodox,"Sep 07, 1987",4.36,37%,5.67,47%,0.33,50%,73%,0.7,"Medeiros, Yancy",sr:competitor:237678,lightweight(146-155)
Manolo Zecchini,11-4-0,http://www.ufcstats.com/fighter-details/fd7ab338e4953644,"5' 8""",145 lbs.,"68""",Orthodox,"Oct 22, 1996",2.34,21%,6.75,46%,0.0,0%,0%,0.0,"Zecchini, Manolo",sr:competitor:1041977,featherweight(136-145)
Caio Borralho,17-1-0 (1 NC),http://www.ufcstats.com/fighter-details/4126a78111c0855a,"6' 1""",185 lbs.,"75""",Southpaw,"Jan 16, 1993",3.61,60%,2.34,62%,1.56,60%,76%,0.5,"Borralho, Caio",sr:competitor:820060,middleweight(171-185)
Charles Oliveira,35-10-0 (1 NC),http://www.ufcstats.com/fighter-details/07225ba28ae309b6,"5' 10""",155 lbs.,"74""",Orthodox,"Oct 17, 1989",3.4,55%,3.21,49%,2.25,40%,56%,2.7,"Oliveira, Charles",sr:competitor:542119,lightweight(146-155)
Tainara Lisboa,7-3-0,http://www.ufcstats.com/fighter-details/2c5f5749569eef66,"5' 7""",135 lbs.,"67""",Orthodox,"Mar 02, 1991",1.68,43%,1.42,49%,1.53,36%,58%,0.4,"Lisboa, Tainara",sr:competitor:905731,bantamweight(126-135)
Tom Breese,12-3-0,http://www.ufcstats.com/fighter-details/1588b787bda7b540,"6' 3""",185 lbs.,"73""",Southpaw,"Sep 26, 1991",3.34,50%,2.81,60%,0.0,0%,70%,1.1,"Breese, Tom",sr:competitor:245455,middleweight(171-185)
Uros Medic,10-3-0,http://www.ufcstats.com/fighter-details/681399317dbf4701,"6' 1""",170 lbs.,"71""",Southpaw,"Apr 25, 1993",5.49,60%,3.46,56%,0.37,50%,55%,0.0,"Medic, Uros",sr:competitor:733441,lightweight(146-155)
Javid Basharat,14-2-0 (1 NC),http://www.ufcstats.com/fighter-details/bbab3baf66128ae2,"5' 9""",135 lbs.,"69""",Orthodox,"Sep 07, 1995",5.41,53%,2.96,61%,1.62,40%,83%,0.2,"Basharat, Javid",sr:competitor:377538,bantamweight(126-135)
Syuri Kondo,6-3-0,http://www.ufcstats.com/fighter-details/a851c35f58199231,"5' 4""",115 lbs.,"66""",Orthodox,"Feb 08, 1989",5.4,44%,7.22,58%,0.0,0%,83%,0.3,"Kondo, Syuri",sr:competitor:379424,strawweight(106-115)
Montel Jackson,15-2-0,http://www.ufcstats.com/fighter-details/cc1a8b4b38b92c6d,"5' 10""",135 lbs.,"75""",Southpaw,"Apr 24, 1992",3.22,53%,1.39,62%,3.24,62%,68%,0.4,"Jackson, Montel",sr:competitor:449113,bantamweight(126-135)
Max Holloway,26-8-0,http://www.ufcstats.com/fighter-details/150ff4cc642270b9,"5' 11""",145 lbs.,"69""",Orthodox,"Dec 04, 1991",7.16,47%,4.76,59%,0.25,53%,83%,0.3,"Holloway, Max",sr:competitor:237652,featherweight(136-145)
Victor Martinez,13-6-0,http://www.ufcstats.com/fighter-details/3e708ce33b6b18e6,"5' 8""",155 lbs.,"70""",Orthodox,"Jul 17, 1991",7.94,51%,7.66,53%,0.7,33%,80%,0.0,"Martinez, Victor",sr:competitor:831844,lightweight(146-155)
Nyamjargal Tumendemberel,8-1-0,http://www.ufcstats.com/fighter-details/17cb6d8e8187f304,"5' 7""",125 lbs.,"71""",Orthodox,"Mar 22, 1998",3.13,38%,3.29,51%,2.42,31%,52%,2.4,"Tumendemberel, Nyamjargal",sr:competitor:1026695,flyweight(116-125)
Ode Osbourne,13-8-0 (1 NC),http://www.ufcstats.com/fighter-details/6d68c1afe954f121,"5' 7""",125 lbs.,"73""",Southpaw,"Jan 09, 1992",3.2,40%,3.82,46%,1.11,28%,65%,0.6,"Osbourne, Ode",sr:competitor:599890,flyweight(116-125)
William Knight,11-5-0,http://www.ufcstats.com/fighter-details/5da33b8fbfa5ee95,"5' 10""",205 lbs.,"73""",Orthodox,"Apr 03, 1988",2.62,56%,3.3,35%,1.78,40%,48%,0.4,"Knight, William",sr:competitor:614468,light_heavyweight(186-205)
AJ Fletcher,10-3-0,http://www.ufcstats.com/fighter-details/725b1abc9a39d873,"5' 10""",170 lbs.,"67""",Switch,"Feb 18, 1997",3.36,49%,4.61,46%,1.54,35%,33%,0.9,"Fletcher, AJ",sr:competitor:820030,welterweight(156-170)
Sergio Pettis,18-5-0,http://www.ufcstats.com/fighter-details/de75d1c45a39e221,"5' 6""",125 lbs.,"69""",Orthodox,"Aug 18, 1993",3.88,37%,2.91,65%,0.85,40%,67%,0.4,"Pettis, Sergio",sr:competitor:253351,flyweight(116-125)
Jordan Vucenic,13-4-0,http://www.ufcstats.com/fighter-details/6d38e41efa47a72d,"5' 10""",155 lbs.,"73""",Orthodox,"Mar 02, 1996",2.11,45%,1.9,58%,0.63,14%,44%,0.0,"Vucenic, Jordan",sr:competitor:760230,lightweight(146-155)
Liliya Shakirova,8-2-0,http://www.ufcstats.com/fighter-details/f300763147320d12,"5' 4""",125 lbs.,"65""",Orthodox,"Oct 24, 1991",2.7,30%,2.58,74%,0.0,0%,0%,0.0,"Shakirova, Liliya",sr:competitor:753923,flyweight(116-125)
Michael Morales,18-0-0,http://www.ufcstats.com/fighter-details/c32aeb1a59e6272d,"6' 0""",170 lbs.,"79""",Orthodox,"Jun 24, 1999",5.62,49%,3.31,53%,1.09,41%,89%,0.0,"Morales, Michael",sr:competitor:820072,welterweight(156-170)
Khaos Williams,15-4-0,http://www.ufcstats.com/fighter-details/2558ae2e5671e318,"6' 0""",170 lbs.,"77""",Orthodox,"Mar 30, 1994",5.36,38%,5.19,43%,0.0,0%,60%,0.0,"Williams, Khaos",sr:competitor:684297,welterweight(156-170)
Lukasz Brzeski,9-6-1 (1 NC),http://www.ufcstats.com/fighter-details/0c25d0a5e8cdbf19,"6' 4""",236 lbs.,"78""",Orthodox,"May 17, 1992",5.02,50%,3.68,54%,0.43,33%,36%,0.4,"Brzeski, Lukasz",sr:competitor:820022,heavyweight(206-265)
Youssef Zalal,17-5-1,http://www.ufcstats.com/fighter-details/52c2ae6d2f2d2613,"5' 10""",145 lbs.,"72""",Switch,"Sep 04, 1996",3.07,50%,1.8,66%,2.09,30%,59%,1.3,"Zalal, Youssef",sr:competitor:677163,featherweight(136-145)
Lina Lansberg,10-8-0,http://www.ufcstats.com/fighter-details/2eeaefbfc7f9fcff,"5' 7""",135 lbs.,"65""",Orthodox,"Mar 13, 1982",2.69,55%,3.87,44%,0.52,27%,47%,0.1,"Lansberg, Lina",sr:competitor:287367,bantamweight(126-135)
Melsik Baghdasaryan,8-3-0,http://www.ufcstats.com/fighter-details/a52bc1e62cf0b7c6,"5' 9""",145 lbs.,"70""",Southpaw,"Jan 28, 1992",5.04,59%,3.14,56%,0.0,0%,72%,0.0,"Baghdasaryan, Melsik",sr:competitor:739951,featherweight(136-145)
Makwan Amirkhani,17-9-0,http://www.ufcstats.com/fighter-details/87a1dc546b1c5caf,"5' 10""",145 lbs.,"72""",Southpaw,"Nov 08, 1988",1.33,44%,2.98,46%,3.96,43%,35%,1.1,"Amirkhani, Makwan",sr:competitor:245449,featherweight(136-145)
Joseph Benavidez,28-8-0,http://www.ufcstats.com/fighter-details/80eacd4da0617c57,"5' 4""",125 lbs.,"65""",Southpaw,"Jul 31, 1984",3.52,34%,2.67,61%,1.41,30%,62%,0.6,"Benavidez, Joseph",sr:competitor:303106,flyweight(116-125)
Serhiy Sidey,12-2-0,http://www.ufcstats.com/fighter-details/1a2bf44edb8055b6,"5' 11""",135 lbs.,"72""",Switch,"Jul 04, 1996",4.49,39%,4.26,54%,1.58,25%,20%,1.3,"Sidey, Serhiy",sr:competitor:1024109,bantamweight(126-135)
Mallory Martin,7-5-0,http://www.ufcstats.com/fighter-details/19b7738321cfae42,"5' 4""",115 lbs.,"63""",Orthodox,"Jan 29, 1994",4.42,48%,6.64,55%,2.28,43%,25%,0.3,"Martin, Mallory",sr:competitor:324141,strawweight(106-115)
Bill Algeo,18-9-0,http://www.ufcstats.com/fighter-details/9abc648e76c4493a,"6' 0""",145 lbs.,"73""",Switch,"Jun 09, 1989",5.88,51%,4.38,47%,1.03,50%,55%,0.1,"Algeo, Bill",sr:competitor:595924,featherweight(136-145)
Steven Koslow,6-1-0,http://www.ufcstats.com/fighter-details/84512339473dd300,"5' 7""",125 lbs.,"69""",Switch,"Jan 22, 1997",0.77,37%,3.73,40%,5.28,55%,0%,1.1,"Koslow, Steven",sr:competitor:972341,bantamweight(126-135)
Shannon Ross,13-9-0,http://www.ufcstats.com/fighter-details/51c655162e462ceb,"5' 6""",125 lbs.,"66""",Switch,"May 12, 1989",5.96,39%,7.39,55%,0.0,0%,100%,0.0,"Ross, Shannon",sr:competitor:909479,flyweight(116-125)
Belal Muhammad,24-4-0 (1 NC),http://www.ufcstats.com/fighter-details/b1b0729d27936f2f,"5' 11""",170 lbs.,"72""",Orthodox,"Jul 09, 1988",4.46,43%,3.78,55%,2.24,38%,90%,0.1,"Muhammad, Belal",sr:competitor:267867,welterweight(156-170)
Darko Stosic,13-4-0,http://www.ufcstats.com/fighter-details/025f0b1b58fbad01,"6' 0""",205 lbs.,"76""",Orthodox,"Feb 09, 1992",2.61,45%,4.04,58%,3.42,50%,83%,0.0,"Stosic, Darko",sr:competitor:463597,light_heavyweight(186-205)
Tim Elliott,21-13-1,http://www.ufcstats.com/fighter-details/c96d9178c9ed9e62,"5' 7""",125 lbs.,"66""",Southpaw,"Dec 24, 1986",3.39,44%,2.66,56%,3.73,47%,59%,1.0,"Elliott, Tim",sr:competitor:303538,flyweight(116-125)
Louis Smolka,17-9-0,http://www.ufcstats.com/fighter-details/d2bc285ead803db0,"5' 9""",135 lbs.,"68""",Orthodox,"Jul 16, 1991",4.67,47%,4.11,53%,1.69,35%,32%,1.8,"Smolka, Louis",sr:competitor:269769,bantamweight(126-135)
Alonzo Menifield,16-5-1,http://www.ufcstats.com/fighter-details/a495f599e787614f,"6' 0""",205 lbs.,"76""",Orthodox,"Oct 18, 1987",4.0,55%,3.92,49%,0.56,31%,78%,0.2,"Menifield, Alonzo",sr:competitor:449099,light_heavyweight(186-205)
Merab Dvalishvili,19-4-0,http://www.ufcstats.com/fighter-details/c03520b5c88ed6b4,"5' 6""",135 lbs.,"68""",Orthodox,"Jan 10, 1991",4.36,42%,2.51,56%,5.89,35%,82%,0.3,"Dvalishvili, Merab",sr:competitor:399183,bantamweight(126-135)
Cynthia Calvillo,9-6-1,http://www.ufcstats.com/fighter-details/98215d037be5bcb7,"5' 4""",115 lbs.,"64""",Orthodox,"Jul 13, 1987",4.41,38%,4.12,64%,1.8,44%,77%,0.8,"Calvillo, Cynthia",sr:competitor:319215,flyweight(116-125)
Juancamilo Ronderos,4-2-0,http://www.ufcstats.com/fighter-details/4a043165cf47cab2,"5' 3""",125 lbs.,"64""",Southpaw,"Feb 17, 1995",2.18,30%,2.18,63%,2.72,33%,0%,0.0,"Ronderos, Juancamilo",sr:competitor:797020,flyweight(116-125)
Danny Silva,10-1-0,http://www.ufcstats.com/fighter-details/d964a59c48381cb6,"5' 11""",145 lbs.,"70""",Switch,"Jan 30, 1997",7.36,59%,7.96,61%,2.33,46%,100%,0.3,"Silva, Danny",sr:competitor:1036207,featherweight(136-145)
Payton Talbott,9-1-0,http://www.ufcstats.com/fighter-details/6e743a33d56bdaa4,"5' 10""",135 lbs.,"70""",Switch,"Sep 09, 1998",6.73,55%,3.75,44%,0.32,33%,75%,0.3,"Talbott, Payton",sr:competitor:1010971,bantamweight(126-135)
Raulian Paiva,21-5-0,http://www.ufcstats.com/fighter-details/82b4e942781b1046,"5' 8""",135 lbs.,"69""",Orthodox,"Oct 17, 1995",4.14,42%,5.01,48%,0.65,23%,77%,0.2,"Paiva, Raulian",sr:competitor:530039,flyweight(116-125)
Matt Brown,26-19-0,http://www.ufcstats.com/fighter-details/31123249b0bbf52e,"6' 0""",170 lbs.,"75""",Orthodox,"Jan 10, 1981",3.76,55%,2.92,55%,1.68,46%,63%,1.3,"Brown, Matt",sr:competitor:257363,welterweight(156-170)
Anshul Jubli,7-2-0,http://www.ufcstats.com/fighter-details/a72a2a769fa5a2be,"6' 0""",155 lbs.,"69""",Switch,"Jan 13, 1995",6.42,46%,5.72,50%,0.81,18%,63%,0.4,"Jubli, Anshul",sr:competitor:981231,lightweight(146-155)
Hector Lombard,34-10-1 (2 NC),http://www.ufcstats.com/fighter-details/db1f2ed63b54b9a7,"5' 9""",185 lbs.,"71""",Southpaw,"Feb 02, 1978",3.02,46%,3.35,53%,1.69,48%,77%,0.5,"Lombard, Hector",sr:competitor:248603,middleweight(171-185)
Shamil Gaziev,14-1-0,http://www.ufcstats.com/fighter-details/6747ccd6d1acd266,"6' 4""",265 lbs.,"78""",Orthodox,"Feb 10, 1990",2.57,48%,3.87,44%,0.96,30%,83%,0.3,"Gaziev, Shamil",sr:competitor:1026697,heavyweight(206-265)
Mairbek Taisumov,27-6-0,http://www.ufcstats.com/fighter-details/8f5c8850b2484173,"5' 9""",155 lbs.,"73""",Orthodox,"Aug 08, 1988",2.98,39%,3.03,64%,1.34,63%,88%,0.0,"Taisumov, Mairbek",sr:competitor:250149,lightweight(146-155)
Klidson Abreu,15-4-0 (1 NC),http://www.ufcstats.com/fighter-details/7279654c7674cd24,"6' 0""",205 lbs.,"74""",Orthodox,"Dec 24, 1992",2.05,40%,2.9,55%,0.64,20%,80%,0.0,"Abreu, Klidson",sr:competitor:546933,light_heavyweight(186-205)
Klaudia Sygula,6-2-0,http://www.ufcstats.com/fighter-details/9f5e3c20ce40b344,"5' 8""",135 lbs.,"69""",Orthodox,"Dec 30, 1998",1.89,37%,6.0,36%,0.0,0%,33%,0.0,"Sygula, Klaudia",sr:competitor:1199251,bantamweight(126-135)
Sultan Aliev,15-3-0,http://www.ufcstats.com/fighter-details/e70de1859b7ee78e,"5' 11""",170 lbs.,"74""",Orthodox,"Sep 17, 1984",1.41,45%,2.2,56%,1.76,38%,100%,0.0,"Aliev, Sultan",sr:competitor:306504,welterweight(156-170)
Ottman Azaitar,13-3-0,http://www.ufcstats.com/fighter-details/ee18ff42063174df,"5' 8""",155 lbs.,"71""",Switch,"Feb 20, 1990",4.43,44%,4.11,52%,0.0,0%,100%,0.0,"Azaitar, Ottman",sr:competitor:608508,lightweight(146-155)
Ian Heinisch,14-5-0,http://www.ufcstats.com/fighter-details/2e585c701f72fe55,"5' 11""",185 lbs.,"72""",Orthodox,"Aug 05, 1988",3.25,50%,2.98,59%,1.02,17%,59%,0.7,"Heinisch, Ian",sr:competitor:465483,middleweight(171-185)
Henrique Shiguemoto,13-4-1,http://www.ufcstats.com/fighter-details/5d1700cfbaafbe06,"5' 11""",185 lbs.,"72""",Orthodox,"Jun 22, 1989",3.6,33%,6.0,16%,0.0,0%,50%,0.0,"Shiguemoto, Henrique",sr:competitor:742863,middleweight(171-185)
Diyar Nurgozhay,10-1-0,http://www.ufcstats.com/fighter-details/709fadb644ee3f51,"6' 2""",205 lbs.,"74""",Southpaw,"Apr 22, 1997",3.13,48%,3.4,59%,2.0,100%,100%,0.0,"Nurgozhay, Diyar",sr:competitor:1186161,light_heavyweight(186-205)
Dustin Jacoby,20-9-1,http://www.ufcstats.com/fighter-details/e4277e87a789d687,"6' 3""",205 lbs.,"76""",Orthodox,"Apr 04, 1988",5.33,47%,4.05,57%,0.33,25%,62%,0.0,"Jacoby, Dustin",sr:competitor:733439,light_heavyweight(186-205)
Brogan Walker,8-4-0,http://www.ufcstats.com/fighter-details/4333a8e70a672eb7,"5' 4""",125 lbs.,"67""",Switch,"Aug 02, 1988",2.04,30%,3.7,47%,0.0,0%,11%,0.0,"Walker, Brogan",sr:competitor:917127,flyweight(116-125)
Austin Lingo,9-3-0,http://www.ufcstats.com/fighter-details/305d73ede05e31ad,"5' 10""",145 lbs.,"70""",Orthodox,"Jul 10, 1994",3.86,37%,4.86,57%,0.43,66%,75%,0.0,"Lingo, Austin",sr:competitor:677165,featherweight(136-145)
Brandon Davis,14-10-0,http://www.ufcstats.com/fighter-details/cc351e408bbb7d43,"5' 10""",135 lbs.,"72""",Orthodox,"May 08, 1990",4.68,35%,4.62,58%,0.74,42%,57%,0.1,"Davis, Brandon",sr:competitor:400793,bantamweight(126-135)
Alexander Hernandez,16-8-0,http://www.ufcstats.com/fighter-details/262a7d06203657e6,"5' 9""",155 lbs.,"72""",Orthodox,"Oct 01, 1992",4.38,40%,4.62,57%,1.24,36%,71%,0.1,"Hernandez, Alexander",sr:competitor:417175,lightweight(146-155)
Bartosz Szewczyk,8-3-1,http://www.ufcstats.com/fighter-details/224050896306f00c,"6' 4""",205 lbs.,"73""",Orthodox,"Sep 18, 1997",2.7,33%,3.52,47%,0.0,0%,0%,0.0,"Szewczyk, Bartosz",sr:competitor:1186163,light_heavyweight(186-205)
Sam Hughes,10-6-0,http://www.ufcstats.com/fighter-details/e94085e821bd81de,"5' 5""",115 lbs.,"64""",Orthodox,"Jun 28, 1992",4.41,46%,4.57,58%,1.08,32%,60%,0.1,"Hughes, Sam",sr:competitor:753437,strawweight(106-115)
Aljamain Sterling,24-5-0,http://www.ufcstats.com/fighter-details/cb696ebfb6598724,"5' 7""",145 lbs.,"71""",Orthodox,"Jul 31, 1989",4.41,52%,2.21,58%,2.51,29%,42%,0.7,"Sterling, Aljamain",sr:competitor:260623,bantamweight(126-135)
Mandy Bohm,8-2-0 (1 NC),http://www.ufcstats.com/fighter-details/297a2b35444c245b,"5' 7""",125 lbs.,"71""",Orthodox,"Jul 30, 1989",2.51,45%,3.24,60%,0.72,18%,75%,0.7,"Bohm, Mandy",sr:competitor:497652,flyweight(116-125)
Christian Rodriguez,12-3-0,http://www.ufcstats.com/fighter-details/5ec591b78349ba7e,"5' 7""",145 lbs.,"71""",Orthodox,"Dec 17, 1997",3.63,50%,2.66,54%,1.84,46%,69%,1.2,"Rodriguez, Christian",sr:competitor:579221,bantamweight(126-135)
Karol Rosa,18-7-0,http://www.ufcstats.com/fighter-details/351c4ec637380ad5,"5' 5""",135 lbs.,"67""",Orthodox,"Dec 30, 1994",6.22,55%,4.84,49%,1.09,46%,70%,0.0,"Rosa, Karol",sr:competitor:618456,bantamweight(126-135)
Mateus Mendonca,10-3-0,http://www.ufcstats.com/fighter-details/48812daf291a4e23,"5' 6""",125 lbs.,"71""",Orthodox,"Jan 17, 1999",1.66,40%,4.14,30%,2.54,27%,55%,0.4,"Mendonca, Mateus",sr:competitor:940935,bantamweight(126-135)
Dione Barbosa,8-3-0,http://www.ufcstats.com/fighter-details/27b388f0aab49780,"5' 6""",125 lbs.,"66""",Orthodox,"May 08, 1992",2.35,50%,2.73,67%,1.93,33%,42%,2.3,"Barbosa, Dione",sr:competitor:1052189,flyweight(116-125)
Sarah Alpar,9-6-0,http://www.ufcstats.com/fighter-details/49b130de1da2e1bf,"5' 4""",135 lbs.,"63""",Southpaw,"Jun 01, 1991",2.36,44%,6.06,38%,1.61,26%,20%,0.4,"Alpar, Sarah",sr:competitor:263777,bantamweight(126-135)
Rolando Bedoya,14-4-0,http://www.ufcstats.com/fighter-details/40a456a25d52ee65,"5' 11""",155 lbs.,"74""",Orthodox,"Jan 13, 1997",7.29,49%,6.38,52%,0.0,0%,33%,0.0,"Bedoya, Rolando",sr:competitor:987335,welterweight(156-170)
Manel Kape,21-7-0,http://www.ufcstats.com/fighter-details/5d1b7e3dd9e11074,"5' 5""",125 lbs.,"68""",Southpaw,"Nov 14, 1993",5.04,55%,4.05,57%,0.42,30%,81%,0.3,"Kape, Manel",sr:competitor:384992,flyweight(116-125)
Darian Weeks,5-3-0,http://www.ufcstats.com/fighter-details/326a001926ffb7ec,"5' 11""",170 lbs.,"72""",Orthodox,"Nov 23, 1993",4.49,51%,4.56,51%,2.0,30%,100%,0.0,"Weeks, Darian",sr:competitor:820034,welterweight(156-170)
Daniel Rodriguez,19-5-0,http://www.ufcstats.com/fighter-details/8a1f3b5c526cd6e6,"6' 1""",170 lbs.,"74""",Southpaw,"Dec 31, 1986",7.39,48%,5.39,57%,0.55,54%,63%,0.1,"Rodriguez, Daniel",sr:competitor:608632,welterweight(156-170)
Bryan Barberena,18-12-0,http://www.ufcstats.com/fighter-details/a331233f597090a5,"6' 0""",185 lbs.,"72""",Southpaw,"May 03, 1989",5.35,48%,4.59,44%,0.13,22%,50%,0.3,"Barberena, Bryan",sr:competitor:242410,welterweight(156-170)
Nathan Fletcher,9-2-0,http://www.ufcstats.com/fighter-details/a2d342ffc83913ed,"5' 7""",135 lbs.,"70""",Orthodox,"Jan 03, 1998",3.44,60%,1.7,61%,3.53,38%,50%,0.7,"Fletcher, Nathan",sr:competitor:525169,featherweight(136-145)
Ross Pearson,20-16-0 (1 NC),http://www.ufcstats.com/fighter-details/4f732e58ed907eff,"5' 8""",155 lbs.,"69""",Orthodox,"Sep 26, 1984",3.68,40%,4.09,62%,0.74,35%,75%,0.0,"Pearson, Ross",sr:competitor:248621,lightweight(146-155)
Damir Ismagulov,24-3-0,http://www.ufcstats.com/fighter-details/135d124172a0bea3,"5' 10""",155 lbs.,"74""",Orthodox,"Feb 03, 1991",3.36,42%,2.44,61%,1.0,28%,70%,0.0,"Ismagulov, Damir",sr:competitor:524398,welterweight(156-170)
Magomed Mustafaev,14-4-0,http://www.ufcstats.com/fighter-details/31d7446b184e3305,"5' 8""",155 lbs.,"71""",Orthodox,"Aug 02, 1988",2.59,58%,2.68,41%,3.31,50%,23%,0.4,"Mustafaev, Magomed",sr:competitor:237686,lightweight(146-155)
Aalon Cruz,8-4-0,http://www.ufcstats.com/fighter-details/003d82fa384ca1d0,"6' 0""",145 lbs.,"78""",Switch,"Sep 20, 1989",7.58,39%,8.88,58%,0.0,0%,0%,0.0,"Cruz, Aalon",sr:competitor:608628,featherweight(136-145)
Rafa Garcia,17-4-0,http://www.ufcstats.com/fighter-details/e132d47bd9efbbe0,"5' 7""",155 lbs.,"70""",Orthodox,"Aug 05, 1994",4.01,43%,4.47,60%,3.21,43%,77%,0.2,"Garcia, Rafa",sr:competitor:781572,lightweight(146-155)
David Martinez,12-1-0,http://www.ufcstats.com/fighter-details/9a97acbfd5a08bfa,"5' 5""",135 lbs.,"67""",Orthodox,"Aug 03, 1998",5.4,52%,2.7,67%,0.0,0%,100%,0.0,"Martinez, David",sr:competitor:1186157,bantamweight(126-135)
Kevin Croom,21-15-0 (1 NC),http://www.ufcstats.com/fighter-details/35b3772629e27a49,"5' 11""",135 lbs.,"73""",Orthodox,"Jul 15, 1987",2.65,34%,3.1,41%,0.48,5%,30%,0.5,"Croom, Kevin",sr:competitor:558004,lightweight(146-155)
Shi Ming,17-5-0,http://www.ufcstats.com/fighter-details/d683f4870742b273,"5' 2""",115 lbs.,"60""",Orthodox,"Nov 14, 1994",3.48,39%,3.24,53%,0.37,16%,58%,0.0,"Ming, Shi",sr:competitor:1201133,strawweight(106-115)
Magomed Ankalaev,21-1-1 (1 NC),http://www.ufcstats.com/fighter-details/d802174b0c0c1f4e,"6' 3""",205 lbs.,"75""",Orthodox,"Jun 02, 1992",3.66,52%,2.46,57%,0.8,22%,87%,0.0,"Ankalaev, Magomed",sr:competitor:419867,light_heavyweight(186-205)
Daniel Marcos,17-1-0 (1 NC),http://www.ufcstats.com/fighter-details/850266b3dc4e506e,"5' 7""",135 lbs.,"69""",Orthodox,"Mar 07, 1993",5.11,53%,3.88,61%,0.99,46%,84%,0.0,"Marcos, Daniel",sr:competitor:938363,bantamweight(126-135)
Jessica-Rose Clark,11-9-0 (1 NC),http://www.ufcstats.com/fighter-details/6c8072b61c276e67,"5' 5""",135 lbs.,"64""",Orthodox,"Nov 28, 1987",3.73,51%,3.51,58%,1.66,42%,62%,0.3,"Clark, Jessica-Rose",sr:competitor:393036,bantamweight(126-135)
Guram Kutateladze,13-5-0,http://www.ufcstats.com/fighter-details/7772b283d288dbe2,"5' 11""",155 lbs.,"72""",Orthodox,"Jan 08, 1992",3.53,45%,4.22,54%,0.61,15%,75%,0.0,"Kutateladze, Guram",sr:competitor:751783,lightweight(146-155)
Kaan Ofli,12-4-1,http://www.ufcstats.com/fighter-details/7facc9c45d792985,"5' 7""",145 lbs.,"66""",Orthodox,"Jun 19, 1993",2.0,45%,2.93,60%,0.0,0%,0%,0.0,"Ofli, Kaan",sr:competitor:1177513,featherweight(136-145)
Maycee Barber,14-2-0,http://www.ufcstats.com/fighter-details/6a740daf1b279661,"5' 5""",125 lbs.,"65""",Switch,"May 18, 1998",4.7,53%,2.9,54%,1.44,43%,53%,0.1,"Barber, Maycee",sr:competitor:462103,flyweight(116-125)
Lucas Rocha,17-2-0,http://www.ufcstats.com/fighter-details/e0d3d9b564f95635,"5' 3""",125 lbs.,"64""",Orthodox,"Aug 12, 2000",2.0,44%,4.48,39%,0.0,0%,61%,0.0,"Rocha, Lucas",sr:competitor:1055787,flyweight(116-125)
Khadis Ibragimov,8-4-0,http://www.ufcstats.com/fighter-details/c3218c810959d279,"6' 3""",205 lbs.,"78""",Orthodox,"May 21, 1995",3.55,49%,4.26,47%,0.97,30%,80%,0.3,"Ibragimov, Khadis",sr:competitor:561022,light_heavyweight(186-205)
Antonio Monteiro,17-5-1 (1 NC),http://www.ufcstats.com/fighter-details/3e38b1ea16bd4d86,"5' 7""",145 lbs.,"70""",Orthodox,"Jul 02, 1995",3.93,49%,8.33,33%,1.0,33%,66%,1.0,"Monteiro, Antonio",sr:competitor:1191031,lightweight(146-155)
Punahele Soriano,11-4-0,http://www.ufcstats.com/fighter-details/64facb6cc564262d,"5' 11""",170 lbs.,"72""",Southpaw,"Nov 22, 1992",5.0,53%,3.88,48%,1.47,56%,37%,0.0,"Soriano, Punahele",sr:competitor:595922,middleweight(171-185)
